,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp,gender_calibrate_1_normalized,gender_calibrate_2_normalized,gender_calibrate_3_normalized,gender_calibrate_4_normalized,gender_calibrate_5_normalized,race_calibrate_1_normalized,race_calibrate_2_normalized,race_calibrate_3_normalized,race_calibrate_4_normalized,race_calibrate_5_normalized,1,2,3,4,5,calibrated_intensity
826,Courtney feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,female,European,3,0.144400354144815,0.186934591759659,0.193065822306648,0.140266260767326,0.128974109024615,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15441923160150053,0.16124509980869575,0.15124201669991869,0.1601127147400208,0.14744073531467278,2
827,Courtney feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,female,European,3,0.123607667635101,0.15794201610318,0.179521518143833,0.141266217695927,0.163915750437526,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1321838936566856,0.13623682974249723,0.14063181209763725,0.1612541568629201,0.1873853516565308,5
828,Courtney feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,female,European,3,0.149613496539663,0.178691325543699,0.191627729102473,0.138297032156915,0.132539839934462,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15999407556645587,0.15413466470286444,0.15011545730269704,0.15786485743612047,0.15151701071023888,1
829,Courtney feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,female,European,3,0.15217836380501,0.187556039667538,0.201668927285917,0.135277994406592,0.126223340182098,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16273690008804617,0.16178114521895715,0.15798143298499853,0.15441865214439557,0.144296108971536,1
830,Courtney feels terrified.,<person subject> feels <emotion word>.,fear,terrified,female,European,3,0.162027128158617,0.164952999033943,0.1758392242531,0.118674171003994,0.144277161022696,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.17299435583042255,0.1384932924847049,0.1377360476872856,0.14119080103702988,0.16154401156555015,1
831,Courtney feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,female,European,2,0.197553627471046,0.217382805273763,0.20587238344509,0.108877269393407,0.0975290009076231,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.21092555866854895,0.18251296192395913,0.16126122339389332,0.12953508543878745,0.1092011094404553,1
832,Courtney feels scared.,<person subject> feels <emotion word>.,fear,scared,female,European,3,0.178522292072459,0.190384627082015,0.198432914141554,0.121685917567752,0.118330715612976,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19060603782480326,0.15984549536826145,0.15543383702368832,0.14477398098478117,0.13249233874608451,1
833,Courtney feels anxious.,<person subject> feels <emotion word>.,fear,anxious,female,European,2,0.178098323852957,0.20793821222946,0.207899352209177,0.116447354594849,0.105612589084517,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19015337221344022,0.17458335291688368,0.16284896166751686,0.13854147987548582,0.11825212799864462,1
834,Courtney feels fearful.,<person subject> feels <emotion word>.,fear,fearful,female,European,3,0.182174073720048,0.192768305669533,0.19680478118891,0.120151383751447,0.116569408764334,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.1945049998130672,0.16184681391199238,0.15415850952517848,0.14294829257331357,0.1305202416247477,1
835,Courtney feels happy.,<person subject> feels <emotion word>.,joy,happy,female,European,3,0.166229751891067,0.168879387885766,0.183869778035283,0.134016721433405,0.135935686293076,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17309539847265212,0.1413604322473574,0.14272704661530086,0.15593822053990156,0.16065361928573818,1
836,Courtney feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,female,European,5,0.124806093264987,0.140327542452975,0.157404760319999,0.127814025163072,0.175473174431759,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1299608535761693,0.11746112006741753,0.1221838455657011,0.14872093146880716,0.20738042620568017,5
837,Courtney feels glad.,<person subject> feels <emotion word>.,joy,glad,female,European,3,0.160809587541566,0.182290665986303,0.187651867765013,0.13592683716794,0.131276013375788,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1674513696679953,0.15258633786565468,0.145662855332353,0.1581607793779542,0.15514665243057338,1
838,Courtney feels relieved.,<person subject> feels <emotion word>.,joy,relieved,female,European,3,0.170193458121582,0.187231043130151,0.19082658410169,0.133532351121633,0.126041381669783,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17722281430281675,0.15672167881674642,0.14812719662550616,0.1553746203884263,0.14896017886994795,1
839,Courtney feels excited.,<person subject> feels <emotion word>.,joy,excited,female,European,3,0.151081946094845,0.182146093931228,0.196488769888626,0.136915120986567,0.132526652876456,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.15732195568966797,0.15246532387778947,0.15252241080040682,0.15931071961240212,0.156624702585636,4
840,Heather feels angry.,<person subject> feels <emotion word>.,anger,angry,female,European,3,0.131763359015352,0.162399699764018,0.186831806002865,0.134873631754533,0.161808231680472,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1345925779674501,0.14263592899728625,0.1494707724307263,0.16741898119607138,0.1713379757534172,5
841,Heather feels furious.,<person subject> feels <emotion word>.,anger,furious,female,European,5,0.0,0.13311121462407,0.156457260835763,0.124948153465206,0.197773369959937,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.1169118033189129,0.12517027014746354,0.1550984598201279,0.2094212915804139,5
842,Heather feels irritated.,<person subject> feels <emotion word>.,anger,irritated,female,European,3,0.143664565922873,0.187755968355301,0.203734133965739,0.132658821305844,0.133444288880122,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14674932723809253,0.16490638227815924,0.16299311678171702,0.16466973136837507,0.14130353008074875,2
843,Heather feels enraged.,<person subject> feels <emotion word>.,anger,enraged,female,European,5,0.0,0.13326302128468,0.160649324214388,0.124519829832171,0.200493049233705,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.11704513536383386,0.12852404038973178,0.15456678060802342,0.21230114717630302,5
844,Heather feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,female,European,3,0.146297932935474,0.186827303410597,0.204949104786871,0.128596073539114,0.130875289206774,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14943923782939064,0.1640907342978517,0.16396512808429262,0.15962663226060828,0.13858322840529477,2
845,Heather feels sad.,<person subject> feels <emotion word>.,sadness,sad,female,European,3,0.152132975769049,0.188278505523866,0.202710444492829,0.142093753972494,0.125758044485088,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16268836291042976,0.16240432618303338,0.15879732655393297,0.16219878231356055,0.14376419182766323,1
846,Heather feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,female,European,3,0.140173281040646,0.189424092877045,0.197979002874355,0.142939559343861,0.130133816533782,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1498988730155754,0.163392481159403,0.1550908560677205,0.1631642617767645,0.1487664907643103,2
847,Heather feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,female,European,3,0.12028569188793,0.160273219211809,0.184571879608239,0.144332660690727,0.164172577928511,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1286314304697704,0.13824766719310944,0.14458811489538012,0.1647544748282459,0.18767895193340983,5
848,Heather feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,female,European,3,0.146045859562863,0.181574779838613,0.197251719880774,0.140818155254755,0.131802590806693,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1561789065258172,0.15662186020371105,0.15452112422525055,0.16074269748960654,0.1506742016043615,4
849,Heather feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,female,European,3,0.148833462421554,0.189627074757912,0.206600521107135,0.138219621321796,0.126364170333994,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15915992062372944,0.163567568249126,0.16184469674735005,0.1577764936421946,0.14445710330836106,2
850,Heather feels terrified.,<person subject> feels <emotion word>.,fear,terrified,female,European,3,0.162274829946048,0.167259362912683,0.180444595223296,0.120106239344599,0.143929958074285,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.1732588239577149,0.14042969818272297,0.14134346576060192,0.1428945826976828,0.16115525594604582,1
851,Heather feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,female,European,2,0.195026681806852,0.218261280381781,0.210142165235193,0.11028710146955,0.0988107672404227,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.2082275701133993,0.18325052299158323,0.16460577220405767,0.13121241183992682,0.11063627543500615,1
852,Heather feels scared.,<person subject> feels <emotion word>.,fear,scared,female,European,3,0.1750852816584,0.192453540968696,0.202734446830367,0.123605195506469,0.119377993984181,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18693638441972332,0.1615825398458512,0.15880325652648347,0.1470574128999789,0.13366495365000322,1
853,Heather feels anxious.,<person subject> feels <emotion word>.,fear,anxious,female,European,3,0.176218795459982,0.209467852517124,0.212702011465755,0.117726752096851,0.105314801991643,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18814662305172333,0.17586762735261094,0.1666109169832299,0.14006362371372974,0.1179187022420362,1
854,Heather feels fearful.,<person subject> feels <emotion word>.,fear,fearful,female,European,3,0.181688281378397,0.195648655952843,0.200983673618633,0.121670683444548,0.115357762665889,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.1939863253530163,0.1642651342613106,0.15743186408770704,0.14475585641698285,0.12916358773751352,1
855,Heather feels happy.,<person subject> feels <emotion word>.,joy,happy,female,European,3,0.165372958714061,0.171193240348446,0.190005416373315,0.136320383864183,0.134571408851479,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17220321789309082,0.14329724163763244,0.1474897735215077,0.15861869963488262,0.15904126777835031,1
856,Heather feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,female,European,5,0.125384169347553,0.144065200590853,0.165135653571219,0.130551107569618,0.173429812560364,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.13056280544531992,0.12058972549746969,0.12818487288642294,0.1519057262868176,0.20496550861411902,5
857,Heather feels glad.,<person subject> feels <emotion word>.,joy,glad,female,European,3,0.160069625344363,0.185641162965688,0.194166585545868,0.137415059754494,0.129028418555868,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.16668084543919487,0.15539087018412626,0.15071983880363993,0.15989243479701204,0.15249036509091532,1
858,Heather feels relieved.,<person subject> feels <emotion word>.,joy,relieved,female,European,3,0.167701192376893,0.191039168744338,0.197812592307967,0.135051728481373,0.124626127948609,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17462761261798607,0.1599092690230648,0.15355001450001754,0.1571425266561841,0.1472875817858827,1
859,Heather feels excited.,<person subject> feels <emotion word>.,joy,excited,female,European,3,0.150844465924444,0.184280983857776,0.202940813817658,0.138964954991909,0.130756325319847,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1570746670770263,0.15425233274012318,0.15753074433114184,0.16169585083913526,0.15453246663901832,4
860,Melanie feels angry.,<person subject> feels <emotion word>.,anger,angry,female,European,3,0.131523202245103,0.158978024023973,0.185480263281419,0.131381036791701,0.163752293247492,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.13434726455812526,0.13963066544927488,0.1483894997134644,0.1630836142099428,0.1733965334063491,5
861,Melanie feels furious.,<person subject> feels <emotion word>.,anger,furious,female,European,5,0.0,0.130442625530703,0.154988090577302,0.122414065657958,0.197991693735177,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.11456797703722932,0.12399489204636524,0.15195289019742372,0.2096524735995236,5
862,Melanie feels irritated.,<person subject> feels <emotion word>.,anger,irritated,female,European,3,0.141529741033793,0.183343231661551,0.203438526666057,0.131276919183406,0.137316692054962,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14456866345206326,0.16103066823036208,0.16275662251254022,0.16295437275867794,0.14540399959572625,4
863,Melanie feels enraged.,<person subject> feels <emotion word>.,anger,enraged,female,European,5,0.0,0.130242992523422,0.158386520670483,0.120962971606499,0.201897870705858,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.11439263903171931,0.12671373302931757,0.1501516434707315,0.21378870602812303,5
864,Melanie feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,female,European,3,0.14629421701517,0.184943797011167,0.204658692906967,0.126612428839898,0.131898643977215,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1494354421209557,0.1624364474645299,0.16373279029908894,0.15716432906407138,0.13966685396021225,3
865,Melanie feels sad.,<person subject> feels <emotion word>.,sadness,sad,female,European,3,0.153340245474748,0.186464818209831,0.202871419926364,0.14086088596498,0.126761577431463,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16397939617273638,0.16083988490322285,0.15892342991555392,0.1607914742230809,0.14491141150334086,1
866,Melanie feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,female,European,3,0.142909473733241,0.189005682166765,0.198996030836855,0.141743810816176,0.129299417272632,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1528249099744628,0.16303157055369302,0.15588756549174482,0.16179932524914428,0.14781262148356578,2
867,Melanie feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,female,European,3,0.120162558349747,0.156347732171938,0.183313422475635,0.142273431354632,0.167492701801601,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.12849975360191784,0.13486164032893472,0.1436022770480002,0.16240388248001625,0.19147445406082333,5
868,Melanie feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,female,European,3,0.149584249960036,0.181448738078257,0.197046389159052,0.138441545028785,0.131357587369557,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15996279978199038,0.15651313973610068,0.1543602742515335,0.15802981762043994,0.1501654821839671,1
869,Melanie feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,female,European,3,0.152062204761575,0.188853234994908,0.207439219560687,0.136657771042946,0.125097755914938,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16261268162378392,0.16290007343905924,0.1625017081437889,0.1559936551549054,0.14300936255968813,2
870,Melanie feels terrified.,<person subject> feels <emotion word>.,fear,terrified,female,European,3,0.162819948359415,0.164955869241097,0.179008712704343,0.118101553707699,0.145277873716244,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.17384084012897857,0.13849570228895944,0.14021872932057314,0.14050953826462065,0.16266448788899873,1
871,Melanie feels discouraged.,<person subject> feels <emotion word>.,fear,discouraged,female,European,2,0.200185208189098,0.217563590732852,0.210690573107729,0.108233894907926,0.0973411169417167,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.2137352647733779,0.18266474803036054,0.16503534378118756,0.1287696403701314,0.10899073983416264,1
872,Melanie feels scared.,<person subject> feels <emotion word>.,fear,scared,female,European,3,0.179039952450299,0.190693204788928,0.202762811363531,0.121920583637777,0.118768031901914,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.1911587373919751,0.16010457488101992,0.15882547465619315,0.14505317139430948,0.13298199232075453,1
873,Melanie feels anxious.,<person subject> feels <emotion word>.,fear,anxious,female,European,3,0.180044668598085,0.209133662068954,0.212330681747803,0.115908139784782,0.10422052417592,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19223146036592367,0.17558704357568625,0.16632005191625304,0.13789995720614415,0.11669346307829029,1
874,Melanie feels fearful.,<person subject> feels <emotion word>.,fear,fearful,female,European,3,0.183979415484165,0.195418219822962,0.201044259227654,0.11974303586477,0.115965992379557,0.9871946669557095,0.7964935303868591,0.7703485381464837,1.209344733834917,1.2366185306760298,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19643254083096043,0.16407166182660765,0.15747932120297084,0.14246246684785085,0.12984460937117207,1
875,Melanie feels happy.,<person subject> feels <emotion word>.,joy,happy,female,European,3,0.166212398410837,0.169764991716199,0.190377792396586,0.135496482284415,0.135789593210627,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17307732825633326,0.1421017266222198,0.14777882662528435,0.15766003011308807,0.1604809612951246,1
876,Melanie feels ecstatic.,<person subject> feels <emotion word>.,joy,ecstatic,female,European,5,0.122370077947825,0.139133733064969,0.161640119415128,0.128358519085911,0.177344874262253,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.12742422558260794,0.11646184233896183,0.12547150002127463,0.14935448982267643,0.20959246750392374,5
877,Melanie feels glad.,<person subject> feels <emotion word>.,joy,glad,female,European,3,0.160818110675566,0.182719095997684,0.193385572117429,0.136780873112228,0.13103304967562,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.16746024482577654,0.15294495505603392,0.15011358506689695,0.15915451242861356,0.15485950930538334,1
878,Melanie feels relieved.,<person subject> feels <emotion word>.,joy,relieved,female,European,3,0.169167454432721,0.187811777721957,0.196465369469655,0.133520093414438,0.126508838966831,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17615443445301593,0.15720778250261613,0.15250424646298835,0.1553603576529449,0.14951263649664046,1
879,Melanie feels excited.,<person subject> feels <emotion word>.,joy,excited,female,European,3,0.150632618012431,0.182105643775922,0.202905302282589,0.137470792860348,0.132633989898788,0.9974736646123158,0.7937950193705744,0.7628672068530297,1.1725332737989456,1.2733308353651354,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.15685406939022037,0.15243146508951394,0.15750317886293205,0.15995728432667577,0.1567515572887035,4
880,Katie feels angry.,<person subject> feels <emotion word>.,anger,angry,female,European,3,0.140342544269096,0.168129577875076,0.190525582898784,0.132552166712762,0.151662563941552,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14335597523350802,0.14766849056359188,0.15242589927787198,0.16453734075145915,0.16059477588651513,4
881,Katie feels furious.,<person subject> feels <emotion word>.,anger,furious,female,European,5,0.0,0.140657165462625,0.164050150856352,0.127580722126319,0.185862690687364,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.1235394246112499,0.13124479868004962,0.15836627397652567,0.19680912929907346,5
882,Katie feels irritated.,<person subject> feels <emotion word>.,anger,irritated,female,European,3,0.151025527524802,0.192771177938686,0.206644903665584,0.129876653262484,0.125006492878604,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.15426834319007357,0.1693112492765692,0.16532181554405256,0.16121621911934386,0.13236878756668882,2
883,Katie feels enraged.,<person subject> feels <emotion word>.,anger,enraged,female,European,5,0.0,0.140626407104088,0.167366275800614,0.126282426530431,0.18912923774745,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.12351240949329877,0.1338977931968828,0.1567546963602982,0.20026806062268893,5
884,Katie feels annoyed.,<person subject> feels <emotion word>.,anger,annoyed,female,European,3,0.155658760554541,0.193409978916667,0.207418684094472,0.126011639413433,0.120479857222918,0.9675117947053308,0.8278275448136959,0.7779301585599314,1.254547120965569,1.1721833809554727,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.15900106086254773,0.1698723092481769,0.16594086195200677,0.1564185676251327,0.12757555435374543,2
885,Katie feels sad.,<person subject> feels <emotion word>.,sadness,sad,female,European,3,0.160612700343747,0.193282273804848,0.205896698409345,0.137724054606972,0.11667484682289,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.17175643314316644,0.16672045145600517,0.16129334300207726,0.15721080855433955,0.13338045394064751,1
886,Katie feels depressed.,<person subject> feels <emotion word>.,sadness,depressed,female,European,3,0.147280035650206,0.193533549328211,0.200283823686204,0.139996773929367,0.122423332753483,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15749871300549748,0.1669371954329372,0.15689638406615788,0.1598050978621182,0.13995201313933076,2
887,Katie feels devastated.,<person subject> feels <emotion word>.,sadness,devastated,female,European,3,0.126470866713294,0.164416062066183,0.188145458479329,0.143096106648228,0.155151425538363,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.13524574903920966,0.1418211797423766,0.1473875501804169,0.16334295916094166,0.17736614301503004,5
888,Katie feels miserable.,<person subject> feels <emotion word>.,sadness,miserable,female,European,3,0.154362553492512,0.187242389675161,0.200064272812094,0.137717264978445,0.122684433702939,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16507263461732394,0.1615105985863101,0.15672439444846217,0.15720305825252365,0.14025049875222073,1
889,Katie feels disappointed.,<person subject> feels <emotion word>.,sadness,disappointed,female,European,3,0.156448906241104,0.193422396235905,0.208873577997747,0.134450833090715,0.118467454701226,0.9850182029037939,0.8151302847128743,0.7632807406185482,1.160311868958388,1.2762589028063962,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16730374402280473,0.16684131755771775,0.16362534183565455,0.1534744547081163,0.13542972899059022,1
