,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp,gender_calibrate_1_normalized,gender_calibrate_2_normalized,gender_calibrate_3_normalized,gender_calibrate_4_normalized,gender_calibrate_5_normalized,race_calibrate_1_normalized,race_calibrate_2_normalized,race_calibrate_3_normalized,race_calibrate_4_normalized,race_calibrate_5_normalized,1,2,3,4,5,calibrated_intensity
1469,The situation makes Roger feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,male,European,3,0.144262373371571,0.191550518686588,0.206292296675913,0.140317621646428,0.124709231420809,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.167497419509115,0.15379678545179912,0.13987596457865933,0.1703125083142812,0.14943938705184365,4
1470,The situation makes Roger feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,male,European,3,0.132618247178536,0.159300726738793,0.180391624466626,0.13547504843638,0.159444209762267,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.15537172774349067,0.12025502096653684,0.12086506659453009,0.17838563020703346,0.18508814721825373,5
1471,The situation makes Roger feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,male,European,2,0.186964653258894,0.219025788585537,0.210641466858693,0.117105973233459,0.0955011203643875,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.21904241551835668,0.16534105862400902,0.1411329101044578,0.15419830498210652,0.11086088012770869,1
1472,The situation makes Roger feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,male,European,3,0.153313213972368,0.186958670485714,0.202890977673913,0.135852111547874,0.128362896186041,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.17961735619025435,0.14113381212629697,0.13593996728225968,0.17888212488666644,0.14900792359953036,1
1473,The situation makes Roger feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,male,European,3,0.161666840735324,0.209453169335314,0.214607585983454,0.127156623049032,0.108411966933965,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18940422527273762,0.15811475431136265,0.14379026880142304,0.1674324135654531,0.12584822067864643,1
1474,The situation makes Roger feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,male,European,3,0.158440983317882,0.191509282299171,0.205235824005399,0.135435942435119,0.125684723775941,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18562490341420504,0.14456903762865864,0.13751104913734566,0.17833413770889203,0.14589901189897037,1
1475,The situation makes Roger feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,male,European,3,0.153429822332002,0.171552609240049,0.189616342169215,0.139314933509164,0.137978431433535,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1705005395518573,0.12648932307082386,0.12347037760383983,0.17635782683220205,0.1831361558940489,5
1476,The situation makes Roger feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,male,European,5,0.0,0.129616705876919,0.152862217887418,0.133824866536754,0.184176139386187,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.0,0.09556910534715503,0.0995376007574109,0.16940798839041155,0.24445349772540667,5
1477,The situation makes Roger feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,male,European,3,0.148221945023623,0.183946596483985,0.194962314123659,0.142182775164684,0.132007452454609,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.16471322990434237,0.13562766881548255,0.12695145506965072,0.17998820807940055,0.17521098870839769,4
1478,The situation makes Roger feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,male,European,3,0.158929686157013,0.193967046063437,0.200656256819868,0.140395210671305,0.120496870179844,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1766123223550531,0.14301595564938696,0.13065911679707798,0.17772534234466586,0.1599332111021341,4
1479,The situation makes Roger feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,male,European,3,0.136713525118025,0.181370768167565,0.198951918306873,0.145442275943351,0.134229440595304,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.15192437456011948,0.13372845678056255,0.129549321526497,0.18411438794687157,0.17816019143741313,4
1480,The situation makes Alan feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,male,European,5,0.113088791877168,0.15477316276616,0.179335002484032,0.138623507475856,0.179419202094301,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1236217738568807,0.12759521391545411,0.12622682246163505,0.1967513641449434,0.18391540321649782,4
1481,The situation makes Alan feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,male,European,5,0.0,0.117272076929801,0.143339863600066,0.126500363158563,0.22381653564959,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.09667926580252825,0.10089126642152052,0.1795447213064706,0.2294253230425078,5
1482,The situation makes Alan feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,male,European,3,0.129280269446866,0.187515963224182,0.202940387642396,0.135343511871981,0.139237119995041,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14132131017082442,0.15458842484404667,0.14284172039149476,0.19209599492797114,0.14272636801234134,4
1483,The situation makes Alan feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,male,European,5,0.0,0.123598941241811,0.151791683716138,0.128532614180273,0.21737561002199,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.10189514167452712,0.10684016865751367,0.18242913945521816,0.22282298940117923,5
1484,The situation makes Alan feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,male,European,3,0.140051775463761,0.189269680499509,0.203281085512046,0.130548065764249,0.131298962428615,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1530960639622076,0.15603419184197678,0.14308152416047284,0.1852897137960054,0.13458928216766128,4
1485,The situation makes Alan feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,male,European,3,0.134254597549605,0.186859982363655,0.199663665606335,0.146010214119247,0.139488753645399,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1558777810266155,0.15003073243634202,0.13538143822147833,0.17722197336564727,0.1671497258695785,4
1486,The situation makes Alan feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,male,European,3,0.131074423339892,0.187901216198471,0.194420566071999,0.145811848103003,0.135501089243131,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15218540468989475,0.150866743833212,0.1318263679810257,0.17698120379305604,0.1623712975427084,4
1487,The situation makes Alan feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,male,European,5,0.107001984282063,0.151258044002163,0.174599761771843,0.145964534670171,0.17577292778262,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.12423583385418183,0.1214457736829312,0.11838692227760851,0.17716652928485926,0.210629143399241,5
1488,The situation makes Alan feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,male,European,3,0.130539254067208,0.17628270398113,0.189660148603705,0.141985519774434,0.144442539649154,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1515640405040702,0.141538187361469,0.128598579081953,0.1723369433813833,0.17308586015212546,5
1489,The situation makes Alan feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,male,European,3,0.146067695051029,0.192689498822503,0.2047307249743,0.137243013959621,0.125895636121249,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16959350815389446,0.15471127779981406,0.1388171448769959,0.1665806595195379,0.1508610588014748,1
1490,The situation makes Alan feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,male,European,3,0.137283094771211,0.162568455711987,0.179464959824697,0.129915336289443,0.157436354625778,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.16083692914340245,0.12272180705238281,0.12024418752662046,0.17106492601428464,0.1827573621264056,5
1491,The situation makes Alan feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,male,European,2,0.190487348251271,0.220451006836731,0.207997067071089,0.113400134683954,0.0954273074378765,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.22316950375035635,0.16641694606148602,0.13936112298642309,0.14931867325117998,0.11077519562509146,1
1492,The situation makes Alan feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,male,European,3,0.158073020128945,0.189931290722701,0.201717414323945,0.130953183175009,0.127356071881587,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18519380831509563,0.1433778226606028,0.1351536624143581,0.17243150216891165,0.14783916842577055,1
1493,The situation makes Alan feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,male,European,3,0.165942257089081,0.210864970626222,0.21227331774782,0.122837283228068,0.107582078695585,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19441318022304488,0.15918051337796824,0.14222627442760663,0.16174495919703608,0.12488485878128436,1
1494,The situation makes Alan feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,male,European,3,0.162275138268518,0.193668218097492,0.203169778945597,0.130512431006661,0.125555423045795,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.19011688918381478,0.1461988033868413,0.1361267682735383,0.1718511454595151,0.14574891530648593,1
1495,The situation makes Alan feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,male,European,3,0.156232905679788,0.173512940042297,0.187813073627694,0.134221413914757,0.137848503165602,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17361549605732837,0.12793471592884956,0.12229616316010784,0.16990997501926078,0.18296370456753355,5
1496,The situation makes Alan feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,male,European,5,0.0,0.134432038178044,0.153866859378072,0.128947362568107,0.182381597013198,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.0,0.09911955046033948,0.10019178205206344,0.16323358928897247,0.2420716356592583,5
1497,The situation makes Alan feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,male,European,3,0.150909161901259,0.186035790823083,0.192639540912781,0.137750224663424,0.13221058324043,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.16769942854920797,0.13716807545159573,0.12543896051272452,0.17437707254614643,0.17548060034894541,5
1498,The situation makes Alan feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,male,European,3,0.160782991835312,0.194791407127844,0.197951762837717,0.136160451256375,0.122003164019391,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.17867182821448596,0.1436237742856916,0.12889806134487702,0.17236458920239678,0.16193248635519716,1
1499,The situation makes Alan feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,male,European,3,0.141119306640146,0.184655897387444,0.196922052722923,0.139550225931606,0.133380917894705,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.15682034664202518,0.1361506511911485,0.1282275563913396,0.17665568190952027,0.17703396334536964,5
1500,The situation makes Frank feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,male,European,5,0.109508916917997,0.154096877450337,0.178125183105331,0.141739119173685,0.179843383231685,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.11970847276582981,0.12703768334621268,0.1253752784026913,0.20117341970287658,0.18435021422896572,4
1501,The situation makes Frank feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,male,European,5,0.0,0.116360319449962,0.141419334310197,0.127383341735711,0.222722049442362,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.09592761164879851,0.09953948173728827,0.18079795203715954,0.22830340927983575,5
1502,The situation makes Frank feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,male,European,3,0.125884343789158,0.186885752132007,0.201855597717868,0.139048956892828,0.14031847758653,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.13760909124334722,0.1540688779298349,0.14207817962524777,0.1973552137710863,0.14383482415938958,4
1503,The situation makes Frank feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,male,European,5,0.0,0.122657593285294,0.150933565885747,0.131615471817381,0.217506509536024,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.10111909309004395,0.10623617342218546,0.18680470646120592,0.22295716922487366,5
1504,The situation makes Frank feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,male,European,3,0.13519451306981,0.187790668864481,0.201689175862678,0.132819595015114,0.133433280180405,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1477864007916899,0.15481489256177816,0.14196104185694916,0.18851374474819202,0.13677708539792133,4
1505,The situation makes Frank feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,male,European,3,0.131015518626426,0.187490050308688,0.197598852672201,0.148480446917194,0.139630602089772,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1521170127227318,0.15053661686425548,0.13398139708814305,0.18022025354601312,0.16731970321880796,4
1506,The situation makes Frank feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,male,European,3,0.128545699466426,0.187577684883421,0.191739787424362,0.147805966875618,0.136353677366894,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.14924940195018024,0.15060697906416382,0.13000867286975748,0.17940159380576906,0.16339295604522056,4
1507,The situation makes Frank feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,male,European,5,0.103668704303854,0.150370564707762,0.172005229252504,0.147426696443325,0.176801419493754,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.12036569237651892,0.12073321250810488,0.11662770613322974,0.17894124892609295,0.21186158761486723,5
1508,The situation makes Frank feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,male,European,3,0.125434884959642,0.173631073145424,0.186645590188555,0.144314677961552,0.148001554780434,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.14563755646143464,0.13940918086473533,0.1265545654523008,0.17516399224705165,0.1773506369747174,5
1509,The situation makes Frank feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,male,European,3,0.14279220748477,0.191077819877606,0.201994400956947,0.139630308865816,0.127399902646572,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16579046719345306,0.15341725342125798,0.1369617873697386,0.16947827265457588,0.15266362517884538,4
1510,The situation makes Frank feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,male,European,3,0.130467999088867,0.159185195975396,0.175820269806389,0.13259415263208,0.161812600561707,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.15285255886683338,0.12016780758930368,0.11780219110310738,0.17459223489518613,0.18783745411130873,5
1511,The situation makes Frank feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,male,European,2,0.188422461791518,0.218893427506504,0.205792232345408,0.116053591369239,0.0964026584947044,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.22075034210652875,0.16524114015747016,0.13788385098592248,0.15281259001662714,0.11190741560513845,1
1512,The situation makes Frank feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,male,European,3,0.152698070916063,0.18716099438075,0.198788427147083,0.134129879292194,0.130597134946885,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.17889667226099948,0.1412865450405635,0.13319119752036607,0.17661439005402949,0.15160150233973296,1
1513,The situation makes Frank feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,male,European,3,0.160536234783738,0.209198733672587,0.210004693188022,0.125933813465514,0.110540202573249,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18807963982667525,0.15792268258273812,0.14070626229118566,0.16582228933448454,0.12831874746608046,1
1514,The situation makes Frank feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,male,European,3,0.157214965993124,0.191940586529738,0.200708614867082,0.133035801868965,0.128687679415482,1.0203719967166307,0.8552175048949768,0.8414471476281407,1.1252999027659456,1.1576634479943053,1.1481805359062356,0.8826913682909348,0.7962649210784121,1.1701250335549576,1.0027381411694596,0.18418853674488345,0.14489462622044727,0.13447775180102012,0.17517377281203125,0.14938494278557937,1
1515,The situation makes Frank feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,male,European,3,0.149537153295482,0.171173674079308,0.184067544327008,0.137264617710189,0.142062326310143,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.16617476923591895,0.12620992625965213,0.11985722824663268,0.17376234600671558,0.18855663213085602,5
1516,The situation makes Frank feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,male,European,5,0.0,0.131506986433992,0.149922947529939,0.131438489139154,0.185446063874153,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.0,0.09696284869584136,0.09762366856799108,0.1663870894728197,0.24613904441981044,5
1517,The situation makes Frank feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,male,European,3,0.14615423657355,0.18496144149103,0.190615570323388,0.141096094423461,0.134078745318531,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1624154666597854,0.13637593524250788,0.1241210339560124,0.17861258631972832,0.17796017645381845,4
1518,The situation makes Frank feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,male,European,3,0.157625076400392,0.192813785076926,0.195440811474946,0.139251225429725,0.123848851054672,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1751625607374767,0.1421656322287525,0.12726303290081212,0.1762771792077263,0.16438223176187447,4
1519,The situation makes Frank feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,male,European,3,0.135754292505683,0.182518215496618,0.194694386218728,0.143131255368107,0.136023093842001,1.0240801514166051,0.8375750432211723,0.8246563635041421,1.0963793017275054,1.2173091401305747,1.085130640615599,0.880304277376959,0.7896124680602974,1.154612456555153,1.0903401573919915,0.1508584170071859,0.1345744936700875,0.12677699141734106,0.18118888271818967,0.18054087338309244,4
1520,The situation makes Justin feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,male,European,3,0.107847131891088,0.157986625227039,0.181601981778007,0.143816643468455,0.180806044430185,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.11789191066992886,0.13024439690543166,0.12782245961501376,0.20412209519437968,0.1853369994805797,4
1521,The situation makes Justin feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,male,European,5,0.0,0.117096792485048,0.14183611607912,0.129668251725811,0.227626534410357,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.09653476105878207,0.09983283795677908,0.18404097456404866,0.2333307994361244,5
1522,The situation makes Justin feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,male,European,3,0.125547199434912,0.192473845888334,0.205403056680313,0.139262352047139,0.137885065436584,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.1372405455862056,0.15867571031262603,0.14457509582364775,0.19765809016252314,0.1413404312988416,4
1523,The situation makes Justin feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,male,European,5,0.0,0.124122040475343,0.151366247312912,0.132217498034754,0.2208873579358,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.0,0.1023263854212377,0.10654072078289417,0.18765917538697444,0.22642274085489267,5
1524,The situation makes Justin feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,male,European,3,0.135339167414979,0.193019492069146,0.205559900685377,0.133300900017642,0.13109267016957,1.0164649141327935,0.8876215335942976,0.8561458235966012,1.1557449575543708,1.0840227711219375,1.0754321462087513,0.9287758134997693,0.8221268727191452,1.228057951918806,0.945607215653529,0.14794452810430034,0.1591255417945093,0.14468549212167744,0.1891968714237572,0.13437782027528944,4
1525,The situation makes Justin feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,male,European,3,0.131007461419793,0.189999089298296,0.200444174986315,0.150043579062105,0.138387300417214,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.15210765781411673,0.15255113571714524,0.13591066061197268,0.1821175274115672,0.16582985168375475,4
1526,The situation makes Justin feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,male,European,3,0.129180141888523,0.191428195289504,0.194313780749613,0.149393860724887,0.13444224195697,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.1499860283209017,0.1536985714381485,0.13175396246607304,0.18132892254205046,0.16110247816484313,4
1527,The situation makes Justin feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,male,European,5,0.103470886055199,0.152454376223584,0.173870119177918,0.149775376087317,0.177082739646803,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.12013601331740499,0.12240631428208251,0.11789218998140809,0.18179199223759887,0.2121986942649364,5
1528,The situation makes Justin feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,male,European,3,0.126727457807525,0.176855741233214,0.188784429413214,0.145704162093735,0.145470901799949,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.14713831242078876,0.14199828158579655,0.12800479992275146,0.1768504983682235,0.17431814911527016,4
1529,The situation makes Justin feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,male,European,3,0.143488541090322,0.195177007770825,0.204513702674661,0.140172145641668,0.125353353706125,1.0063393056636825,0.8822936502037384,0.8439097022829926,1.0811400077379472,1.186317334111639,1.153747072514269,0.9100196545344091,0.8034597097932267,1.1226707080936396,1.0101028550644546,0.16659895300525251,0.15670851008431894,0.13866999346132877,0.17013593474512073,0.1502112404135186,4
