emotion,emotion_word,race,template,gender,avg_intensity_x,avg_intensity_y
anger,outrageous,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
anger,outrageous,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],3.0,3.0
anger,vexing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.5,1.5
anger,vexing,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.5,1.8
anger,vexing,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.8,1.5
anger,vexing,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.8,1.8
anger,vexing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.2,1.2
anger,vexing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.2,2.0
anger,vexing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.2
anger,vexing,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
anger,vexing,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
anger,vexing,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
anger,vexing,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.5
anger,vexing,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.5,1.0
anger,vexing,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.5,1.5
fear,anxious,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,anxious,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,anxious,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,discouraged,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,discouraged,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,dreadful,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
fear,dreadful,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
fear,dreadful,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,dreadful,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,dreadful,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,2.0
fear,dreadful,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",2.0,1.9
fear,dreadful,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,2.0
fear,dreadful,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
fear,dreadful,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.4
fear,dreadful,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.0
fear,dreadful,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.4
fear,dreadful,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,dreadful,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.4
fear,dreadful,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,2.0
fear,dreadful,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.4
fear,dreadful,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,dreadful,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.1,1.1
fear,dreadful,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.1,2.0
fear,dreadful,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.1
fear,dreadful,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,dreadful,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,dreadful,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,dreadful,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,dreadful,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,African-American,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.3
fear,fearful,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.3,1.0
fear,fearful,African-American,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.3,1.3
fear,fearful,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,I made <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,I made <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,The situation makes <person object> feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,fearful,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,fearful,European,The situation makes <person object> feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,horrible,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,1.6
fear,horrible,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.6,1.9
fear,horrible,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.6
fear,horrible,African-American,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
fear,horrible,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
fear,horrible,African-American,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.9,1.9
fear,horrible,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
fear,horrible,African-American,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
fear,horrible,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.4
fear,horrible,African-American,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.4,1.0
fear,horrible,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.4
fear,horrible,African-American,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,horrible,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,horrible,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,2.0
fear,horrible,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,1.0
fear,horrible,European,<person subject> found himself/herself in a/an <emotional situation word> situation.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],2.0,2.0
fear,horrible,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,horrible,European,<person subject> told us all about the recent <emotional situation word> events.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.9
fear,horrible,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.0
fear,horrible,European,<person subject> told us all about the recent <emotional situation word> events.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.9,1.9
fear,horrible,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,horrible,European,The conversation with <person object> was <emotional situation word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,horrible,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,horrible,European,The conversation with <person object> was <emotional situation word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,scared,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,scared,African-American,<person subject> feels <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,scared,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,scared,African-American,<person subject> feels <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
fear,scared,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,scared,African-American,<person subject> made me feel <emotion word>.,"['female' 'female' 'female' 'female' 'female' 'female' 'female' 'female'
 'female' 'female']",1.0,1.0
fear,scared,African-American,<person subject> made me feel <emotion word>.,['male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male' 'male'],1.0,1.0
