,sentence,template,emotion,emotion_word,gender,race,predicted_intensity,predicted_prob_one,predicted_prob_two,predicted_prob_three,predicted_prob_four,predicted_prob_five,predicted_prob_one_exp,predicted_prob_two_exp,predicted_prob_three_exp,predicted_prob_four_exp,predicted_prob_five_exp
1978,The situation makes Lakisha feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,African-American,3,-1.8640277,-1.6479574,-1.5836914,-1.9966418,-2.0719552,0.15504688871041900,0.19244259067375400,0.20521616335522000,0.13579053016205300,0.12593930429948000
1979,The situation makes Lakisha feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,African-American,3,-2.0337567,-1.7095742,-1.5904623,-1.9629292,-1.9571557,0.1308430585924050,0.18094282166994000,0.20383135871217300,0.14044642214248100,0.1412596348435640
1980,The situation makes Latoya feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,African-American,3,-2.1741168,-1.8072976,-1.6110599,-1.9600306,-1.7919109,0.11370853671471300,0.16409699386094300,0.19967586542900400,0.14085411071931100,0.16664143011551900
1981,The situation makes Latoya feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,African-American,5,0.0,-2.0818233,-1.8248711,-2.028162,-1.5387821,1.0,0.12470263447695800,0.16123842642349500,0.13157713781406000,0.21464235522861600
1982,The situation makes Latoya feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,African-American,3,-2.026155,-1.628217,-1.5135682,-2.0067875,-2.0514958,0.13184147830660500,0.19627922818153600,0.22012313162341900,0.13441980541916800,0.12854248586411000
1983,The situation makes Latoya feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,African-American,5,0.0,-2.0183198,-1.7613869,-2.006296,-1.5771084,1.0,0.13287854014543200,0.17180642018837300,0.13448588899224000,0.2065715577444550
1984,The situation makes Latoya feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,African-American,3,-1.9475156,-1.6295109,-1.520157,-2.0588207,-2.1026156,0.1426279767288990,0.19602542672045600,0.21867755188133700,0.1276043650245760,0.12213654973873100
1985,The situation makes Latoya feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,female,African-American,3,-2.004846,-1.6365944,-1.5322529,-1.9451596,-2.0491118,0.1346810349779270,0.1946417869020600,0.21604838321838600,0.14296440439824800,0.12884929672364200
1986,The situation makes Latoya feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,female,African-American,3,-2.025569,-1.6338931,-1.5689765,-1.9545412,-2.0589533,0.13191876005423400,0.19516828355356600,0.20825822560744800,0.14162944137780000,0.12758744580754200
1987,The situation makes Latoya feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,female,African-American,3,-2.2261531,-1.8491255,-1.6588426,-1.9282233,-1.7887924,0.10794287791215500,0.15737473035668000,0.19035917435892600,0.14540631251557200,0.16716191255577000
1988,The situation makes Latoya feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,female,African-American,3,-2.0162907,-1.7011088,-1.5945281,-1.9774302,-1.9977721,0.1331484377232260,0.18248107681875300,0.20300430363350900,0.13842450392349400,0.13563713283464200
1989,The situation makes Latoya feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,female,African-American,3,-1.9051504,-1.613986,-1.5257653,-2.022149,-2.1437025,0.14880026137980200,0.19909244786451200,0.21745457518275500,0.1323706945811600,0.11722003140721100
1990,The situation makes Latoya feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,female,African-American,3,-1.9750863,-1.7784615,-1.6359558,-2.045458,-1.9061358,0.13874933765841900,0.16889779674231000,0.19476612484405400,0.12932094741794300,0.14865370582202000
1991,The situation makes Latoya feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,female,African-American,2,-1.6389834,-1.4828899,-1.5279223,-2.223643,-2.4164436,0.19417734267267700,0.22698078787372100,0.21698603117046700,0.1082141656672590,0.089238421306409
1992,The situation makes Latoya feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,female,African-American,3,-1.8282918,-1.6235532,-1.5309627,-2.066878,-2.139365,0.16068782040412900,0.19719677320604300,0.21632730873857500,0.12658034931507700,0.11772957757280700
1993,The situation makes Latoya feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,female,African-American,3,-1.8011271,-1.5314795,-1.5002848,-2.1303852,-2.2693756,0.16511268479932300,0.21621553966903400,0.22306662172712000,0.11879152654216800,0.10337670835197300
1994,The situation makes Latoya feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,female,African-American,3,-1.8136672,-1.6105782,-1.5316978,-2.072605,-2.1387079,0.16305508344780900,0.19977207246298500,0.2161683449682140,0.12585749552209700,0.11780696310046000
1995,The situation makes Latoya feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,female,African-American,3,-1.8503363,-1.7218516,-1.6114848,-2.0361006,-2.0129359,0.15718429634518000,0.1787348957998650,0.19959104117597200,0.1305367346839170,0.1335958742124200
1996,The situation makes Latoya feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,female,African-American,5,-2.2068198,-1.981064,-1.7925531,-2.0486221,-1.7233353,0.11005007384463900,0.13792240976849800,0.16653444734494400,0.12891240967619300,0.1784699034681400
1997,The situation makes Latoya feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,female,African-American,3,-1.8830503,-1.6653435,-1.5897688,-2.0100968,-2.0531535,0.15212536931042300,0.18912568215120300,0.20397276478632900,0.1339757051928300,0.12832957750314300
1998,The situation makes Latoya feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,African-American,3,-1.8090191,-1.6216183,-1.5710754,-2.0273552,-2.134058,0.16381474390236800,0.19757869861710200,0.20782157082538500,0.1316833370838730,0.11835602926024400
1999,The situation makes Latoya feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,African-American,3,-1.9631064,-1.6770594,-1.5691683,-1.9912513,-2.0332587,0.14042153724134400,0.18692283394362400,0.2082182855101550,0.13652448543058800,0.1309082346630790
2000,The situation makes Amanda feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,European,3,-2.0631068,-1.7555715,-1.6284752,-1.994831,-1.8400402,0.12705861037064400,0.17280845403418000,0.19622855542695300,0.13603664241685600,0.15881104177471700
2001,The situation makes Amanda feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,European,5,0.0,-1.994441,-1.8180207,-2.0465174,-1.5873938,1.0,0.13608970705433000,0.1623467660905530,0.12918401735091200,0.20445777582532500
2002,The situation makes Amanda feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,European,3,-1.9572073,-1.5907142,-1.54287,-2.0440717,-2.086945,0.14125234603445900,0.2037800200592890,0.21376670973967700,0.12950034937108100,0.12406557779316100
2003,The situation makes Amanda feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,European,5,0.0,-1.952312,-1.7666963,-2.031612,-1.617374,1.0,0.14194551389205500,0.1708966484891390,0.13112397883731300,0.19841906400752200
2004,The situation makes Amanda feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,European,3,-1.8759884,-1.5849497,-1.5492651,-2.0942614,-2.1514668,0.15320346567990900,0.20495810225006400,0.2124040121919830,0.12316117691344900,0.11631342405759300
2005,The situation makes Amanda feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,female,European,3,-1.9380448,-1.6219763,-1.5674433,-1.973121,-2.0599494,0.14398519459564700,0.1975079781027250,0.2085777720206340,0.13902228986034600,0.12746041922886400
2006,The situation makes Amanda feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,female,European,3,-1.9731025,-1.6170805,-1.5970724,-1.9702547,-2.0702858,0.1390248617964990,0.19847730854977700,0.2024884562972400,0.13942134107681800,0.1261497229616670
2007,The situation makes Amanda feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,female,European,3,-2.1570425,-1.8106604,-1.676812,-1.9435968,-1.814252,0.11566669994436300,0.16354609528999400,0.1869690843736840,0.14318800384454,0.1629597567112640
2008,The situation makes Amanda feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,female,European,3,-1.9772329,-1.6893797,-1.6225804,-1.9926519,-1.9976091,0.13845181777254000,0.18463401696004500,0.19738869956486300,0.1363334030825000,0.1356592434892630
2009,The situation makes Amanda feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,female,European,3,-1.8650712,-1.6012259,-1.5533704,-2.0398872,-2.152686,0.15488518166737200,0.2016491646994260,0.2115338174281640,0.13004337894427600,0.11617170114282600
2010,The situation makes Amanda feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,female,European,3,-1.9254214,-1.749106,-1.6634372,-2.0735517,-1.9193654,0.14581429776262900,0.17392936681978400,0.18948655629699600,0.12573840261261000,0.14670002843533300
2011,The situation makes Amanda feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,female,European,2,-1.6195728,-1.4781084,-1.5482187,-2.2265596,-2.4147465,0.19798325946867500,0.22806869535303400,0.21262638807711300,0.10789900804943700,0.08938999641388560
2012,The situation makes Amanda feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,female,European,3,-1.7810451,-1.6029807,-1.5638878,-2.0867398,-2.1506684,0.16846199560497000,0.20129562103514500,0.20932069022926000,0.12409103866192000,0.11640632577679200
2013,The situation makes Amanda feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,female,European,2,-1.7675952,-1.5216442,-1.5271013,-2.1424215,-2.2769754,0.17074309851518700,0.21835257633789000,0.21716424985081600,0.11737028648527400,0.1025940438576750
2014,The situation makes Amanda feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,female,European,3,-1.772849,-1.5917692,-1.5559721,-2.0881433,-2.15586,0.1698484007637150,0.20356514550438400,0.21098418519448400,0.12391699905002400,0.11580355671766700
2015,The situation makes Amanda feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,female,European,3,-1.7965624,-1.6940043,-1.6359025,-2.0539818,-2.043402,0.1658680974760710,0.1837821298221100,0.19477650615516800,0.12822332612418100,0.12958710480186800
2016,The situation makes Amanda feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,female,European,5,-2.1356397,-1.9321753,-1.8080622,-2.0646996,-1.7440115,0.11816897350080800,0.144832800774151,0.1639715732538450,0.12685639250510600,0.1748177108921520
2017,The situation makes Amanda feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,female,European,3,-1.8387842,-1.628215,-1.6089619,-2.0235891,-2.088004,0.15901063376071500,0.1962796207403850,0.20009522514920000,0.1321802047390250,0.12393426189032100
2018,The situation makes Amanda feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,European,2,-1.7761523,-1.594441,-1.5961978,-2.0361583,-2.1579578,0.1692882661970690,0.20302198607841500,0.2026656301679570,0.13052920293161900,0.11556087865040700
2019,The situation makes Amanda feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,European,3,-1.9029638,-1.6402322,-1.5915033,-2.0111392,-2.071535,0.1491259840141120,0.19393500535406300,0.20361928067352500,0.13383612168130200,0.12599223511513300
2020,The situation makes Courtney feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,European,3,-2.1380384,-1.8211305,-1.6514795,-1.9885482,-1.7687013,0.11788586127047200,0.16184268432035000,0.19176598086829600,0.13689402399198800,0.17055434398385700
2021,The situation makes Courtney feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,European,5,0.0,-2.0942516,-1.8675517,-2.071167,-1.5204676,1.0,0.12316238389889700,0.15450146507549600,0.12603860878988800,0.21860964118080000
2022,The situation makes Courtney feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,European,3,-1.9993315,-1.651103,-1.5582055,-2.0318098,-2.0132742,0.13542578512034100,0.1918381943534280,0.21051349892627800,0.13109804507923200,0.13355068637212800
2023,The situation makes Courtney feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,European,5,0.0,-2.0382397,-1.8107425,-2.0435002,-1.555032,1.0,0.13025780199357400,0.16353266870673900,0.1295743799729760,0.21118262468885400
2024,The situation makes Courtney feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,European,3,-1.9252197,-1.6367275,-1.5535499,-2.0766346,-2.0771077,0.14584371147276000,0.19461588180424500,0.21149585051556800,0.1253513606036460,0.12529207090102900
2025,The situation makes Courtney feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,female,European,3,-1.9741632,-1.6594524,-1.5682373,-1.9621581,-2.0140934,0.13887747630530500,0.1902431287203130,0.20841222699972000,0.1405547621437140,0.13344132644979200
2026,The situation makes Courtney feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,female,European,3,-2.0026617,-1.6569301,-1.6044093,-1.9636014,-2.0257025,0.13497554028951100,0.1907235846361410,0.20100825542506300,0.14035204578096500,0.1319011500752590
2027,The situation makes Courtney feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,female,European,3,-2.1980503,-1.861901,-1.6927841,-1.9468905,-1.7662419,0.1110194020168180,0.15537697780446500,0.18400651764809100,0.14271716134890100,0.17097432157220000
2028,The situation makes Courtney feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,female,European,3,-2.0068,-1.7277395,-1.6295625,-1.9848748,-1.9509659,0.13441812518210200,0.17768561466938500,0.19601531206939700,0.13739781524661000,0.14213671540761400
2029,The situation makes Courtney feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,female,European,3,-1.9055841,-1.6454561,-1.5575864,-2.0257852,-2.0882623,0.14873574069876200,0.19292454983675200,0.21064386818510300,0.13189024230119000,0.123902253804497
2030,The situation makes Courtney feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,female,European,3,-1.9690048,-1.7940018,-1.6735774,-2.0661023,-1.8748162,0.13959571276191300,0.16629336356227700,0.18757483372428000,0.12667857578425200,0.15338315607834600
2031,The situation makes Courtney feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,female,European,2,-1.6480535,-1.5134556,-1.5513738,-2.2061245,-2.3609405,0.19242409782938600,0.22014791888353600,0.21195658775921800,0.11012661826856800,0.0943314627225417
2032,The situation makes Courtney feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,female,European,3,-1.8269591,-1.6411282,-1.5636363,-2.0729632,-2.0968184,0.16090211182375200,0.19376131741308300,0.20937334100341000,0.12581242144045100,0.12284665607034800
2033,The situation makes Courtney feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,female,European,3,-1.7948649,-1.5437015,-1.5232261,-2.1265283,-2.2442842,0.16614989768179300,0.21358903659837400,0.2180074374569530,0.11925057827013400,0.10600339045044900
2034,The situation makes Courtney feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,female,European,3,-1.8066651,-1.6251142,-1.5562435,-2.0721662,-2.1175401,0.1642008180404950,0.19688918917486200,0.21092693185625100,0.1259127339095480,0.12032725777457100
2035,The situation makes Courtney feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,female,European,3,-1.8320988,-1.7320163,-1.6489569,-2.0462291,-1.9945648,0.16007724483987200,0.17692731154381500,0.19225034039745600,0.12922126647231700,0.13607286019143900
2036,The situation makes Courtney feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,female,European,5,-2.1865005,-1.993826,-1.8390601,-2.0710526,-1.6977636,0.11230908737345600,0.13617342796571000,0.15896676877831300,0.12605302843152100,0.183092534671128
2037,The situation makes Courtney feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,female,European,3,-1.8740803,-1.6729237,-1.6258675,-2.015514,-2.0330312,0.15349607228532600,0.18769749147940500,0.1967409283980900,0.1332518942869610,0.13093801967438100
2038,The situation makes Courtney feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,European,3,-1.8058386,-1.6300974,-1.6011497,-2.0237207,-2.1146708,0.16433658611503400,0.19591049151572800,0.20166453095122200,0.13216281096861700,0.1206730085694710
2039,The situation makes Courtney feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,European,3,-1.9409401,-1.6765873,-1.604358,-2.0019715,-2.022632,0.1435689171765360,0.18701110104734000,0.20101856741306700,0.13506873256437300,0.1323067749735050
2040,The situation makes Heather feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,European,3,-2.1338785,-1.8113077,-1.627321,-1.9775388,-1.7844237,0.11837727607434100,0.16344026615780600,0.19645517318157500,0.1384094718386250,0.16789379031631600
2041,The situation makes Heather feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,European,5,0.0,-2.0949733,-1.8555478,-2.0572119,-1.5235585,1.0,0.12307352967334100,0.15636726122325000,0.12780982015081700,0.21793498382720200
2042,The situation makes Heather feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,European,3,-2.012496,-1.6506261,-1.5408924,-2.020785,-2.0147638,0.13365465596558500,0.1919297038070100,0.21418987307084800,0.13255137140214800,0.13335189736451900
2043,The situation makes Heather feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,European,5,0.0,-2.0375075,-1.7960985,-2.0386941,-1.5603958,1.0,0.13035321168141800,0.16594506153692300,0.13019862629408500,0.2100529158013230
2044,The situation makes Heather feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,European,3,-1.937853,-1.6381644,-1.5362644,-2.0663357,-2.0794504,0.14401281360454900,0.1943364390574020,0.21518344114656200,0.1266490124548390,0.12499889271488400
2045,The situation makes Heather feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,female,European,3,-1.9876904,-1.6506637,-1.5471824,-1.953358,-2.028706,0.13701150206491000,0.19192248738581700,0.21284684701414600,0.14179711650988500,0.1315055793167650
2046,The situation makes Heather feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,female,European,3,-2.0260043,-1.653913,-1.5864712,-1.9490886,-2.0251193,0.1318613483145540,0.19129988570515800,0.2046464956123530,0.14240379928328900,0.13197809726160100
2047,The situation makes Heather feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,female,European,3,-2.2131133,-1.8588344,-1.6762097,-1.9340622,-1.7695019,0.10935964857947100,0.15585418817729000,0.18708172977295900,0.14455977343102400,0.17041785282076700
2048,The situation makes Heather feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,female,European,3,-2.0297923,-1.7224289,-1.6080049,-1.9740386,-1.9597812,0.13136280236929200,0.17863174192275100,0.20028680793741000,0.13889478151694500,0.14088924411547700
2049,The situation makes Heather feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,female,European,3,-1.9132153,-1.628553,-1.5351368,-2.0204198,-2.1087985,0.1476050283476560,0.19621328943919600,0.21542621884714300,0.13259978800331700,0.12138372139481000
2050,The situation makes Heather feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,female,European,3,-1.9543592,-1.7797302,-1.6557581,-2.061001,-1.8969501,0.14165522028194000,0.168683651979038,0.19094724371595400,0.12732645230415800,0.15002548489757000
2051,The situation makes Heather feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,female,European,2,-1.6510811,-1.5005741,-1.5357645,-2.2128334,-2.3730774,0.19184239565588900,0.22300209788727800,0.21529103824044400,0.10939026262934500,0.09319349088679280
2052,The situation makes Heather feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,female,European,3,-1.8263005,-1.6306868,-1.5494965,-2.0671263,-2.1124144,0.16100811685822500,0.1957950558942480,0.21235486758981100,0.12654892331604200,0.1209456025709030
2053,The situation makes Heather feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,female,European,3,-1.795474,-1.5431089,-1.5157615,-2.129344,-2.2479105,0.16604872659389800,0.2137156469724110,0.21964086463025800,0.11891527669275200,0.1056196864889730
2054,The situation makes Heather feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,female,European,3,-1.7989103,-1.6128349,-1.5465432,-2.0749302,-2.1330283,0.16547911259749900,0.19932175513372700,0.21298294221014800,0.12556519163770100,0.118477963230504
2055,The situation makes Heather feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,female,European,3,-1.821022,-1.7242182,-1.6163481,-2.037445,-2.0201435,0.16186024520426000,0.17831240192965300,0.19862272657614000,0.13036135901174900,0.13263643038665500
2056,The situation makes Heather feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,female,European,5,-2.147353,-1.9586418,-1.7932554,-2.0555673,-1.736426,0.11679289977889800,0.14104986480845400,0.16641753126246100,0.12802018912002500,0.17614883286829700
2057,The situation makes Heather feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,female,European,3,-1.8602983,-1.6622641,-1.5964833,-2.0080645,-2.0606332,0.15562620014777000,0.1897089734094380,0.20260777738942100,0.13424826088214700,0.12737329158653100
2058,The situation makes Heather feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,European,3,-1.8045727,-1.6224743,-1.576307,-2.0220315,-2.13117,0.1645447515298970,0.19740964361694900,0.20673717054301600,0.1323862490515800,0.11869833552507500
2059,The situation makes Heather feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,European,3,-1.9251107,-1.6659172,-1.5765218,-2.0016124,-2.0489032,0.1458596093037270,0.18901721186503000,0.2066927681677690,0.1351172444560260,0.12887617749050500
2060,The situation makes Melanie feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,European,3,-2.181874,-1.8431574,-1.6469847,-1.972659,-1.7517916,0.1128298891820140,0.15831676677255200,0.19262987065055300,0.13908653299728400,0.1734628887793360
2061,The situation makes Melanie feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,European,5,0.0,-2.1362934,-1.8919239,-2.0619583,-1.5018538,1.0,0.1180917516855310,0.15078144119207000,0.12720462101521800,0.22271690462244200
2062,The situation makes Melanie feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,European,3,-2.0533533,-1.6646701,-1.5477571,-2.0045538,-1.9865999,0.12830393981484800,0.1892530822763720,0.21272455907397200,0.13472039452649700,0.1371609946039040
2063,The situation makes Melanie feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,European,5,0.0,-2.076149,-1.8348864,-2.0548456,-1.5391864,1.0,0.12541224600613400,0.1596316348918610,0.12811261463824900,0.21455559286459000
2064,The situation makes Melanie feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,European,3,-1.9709145,-1.6561695,-1.5476204,-2.055469,-2.0474775,0.13932938121686900,0.19086870417658100,0.21275364050886800,0.12803277412315800,0.12906004729720000
2065,The situation makes Melanie feel sad.,The situation makes <person object> feel <emotion word>.,sadness,sad,female,European,3,-2.0076227,-1.6688776,-1.5565997,-1.9372187,-1.9977217,0.1343075848675080,0.18845847276470500,0.2108518130625760,0.14410418990914900,0.13564396911841000
2066,The situation makes Melanie feel depressed.,The situation makes <person object> feel <emotion word>.,sadness,depressed,female,European,3,-2.0331583,-1.6667793,-1.5944184,-1.938958,-2.013732,0.13092137850964900,0.18885433034684700,0.20302657442714900,0.143853767334763,0.13348956086060400
2067,The situation makes Melanie feel devastated.,The situation makes <person object> feel <emotion word>.,sadness,devastated,female,European,3,-2.2521644,-1.8918225,-1.6993117,-1.924932,-1.7387118,0.10517134518025000,0.15079673120539700,0.1828093084060590,0.145885676744966,0.17574665169410300
2068,The situation makes Melanie feel miserable.,The situation makes <person object> feel <emotion word>.,sadness,miserable,female,European,3,-2.038307,-1.7385137,-1.6203781,-1.9639814,-1.9390866,0.1302490359384810,0.17578147055449700,0.19782388772946900,0.14029872213570300,0.14383526892975700
2069,The situation makes Melanie feel disappointed.,The situation makes <person object> feel <emotion word>.,sadness,disappointed,female,European,3,-1.9242646,-1.64385,-1.5436378,-2.0022142,-2.0885942,0.1459830733432550,0.19323465491947000,0.21360264265335400,0.13503595536065400,0.12386113747009200
2070,The situation makes Melanie feel terrified.,The situation makes <person object> feel <emotion word>.,fear,terrified,female,European,3,-1.9899666,-1.815547,-1.6803598,-2.0550985,-1.8522578,0.13669999114898100,0.1627488604111500,0.18630693074500300,0.12808021905460200,0.15688255670894700
2071,The situation makes Melanie feel discouraged.,The situation makes <person object> feel <emotion word>.,fear,discouraged,female,European,2,-1.6404114,-1.5057889,-1.5368519,-2.210913,-2.3768904,0.19390025531480000,0.22184221345837900,0.21505705800357200,0.10960053753103500,0.09283882071443650
2072,The situation makes Melanie feel scared.,The situation makes <person object> feel <emotion word>.,fear,scared,female,European,3,-1.8316407,-1.6457598,-1.5573334,-2.058909,-2.088034,0.1601505930248520,0.1928659675471380,0.2106971678258740,0.1275930980565880,0.12393054391823400
2073,The situation makes Melanie feel anxious.,The situation makes <person object> feel <emotion word>.,fear,anxious,female,European,3,-1.8002175,-1.5528059,-1.514184,-2.1182413,-2.2346659,0.16526293962295000,0.21165326197815500,0.21998762152680600,0.12024291387584600,0.10702788189574500
2074,The situation makes Melanie feel fearful.,The situation makes <person object> feel <emotion word>.,fear,fearful,female,European,3,-1.8056228,-1.6258686,-1.549752,-2.0640533,-2.110255,0.16437205377714100,0.1967407119831870,0.21230061785184100,0.12693840629148200,0.1212070546933560
2075,The situation makes Melanie feel happy.,The situation makes <person object> feel <emotion word>.,joy,happy,female,European,3,-1.8534362,-1.7455431,-1.6331394,-2.019797,-1.990464,0.1566977951869910,0.17455016502507500,0.1953154373368170,0.13268239687301700,0.13663201348083100
2076,The situation makes Melanie feel ecstatic.,The situation makes <person object> feel <emotion word>.,joy,ecstatic,female,European,5,0.0,-2.0276585,-1.8459569,-2.064026,-1.6917268,1.0,0.1316434035839570,0.15787417878556100,0.12694187175727800,0.18420117062436300
2077,The situation makes Melanie feel glad.,The situation makes <person object> feel <emotion word>.,joy,glad,female,European,3,-1.8867811,-1.6813234,-1.6113142,-1.9953703,-2.0329278,0.1515588773737360,0.18612749185407900,0.19962509431224700,0.1359632976347990,0.13095155936560600
2078,The situation makes Melanie feel relieved.,The situation makes <person object> feel <emotion word>.,joy,relieved,female,European,3,-1.8146845,-1.6401982,-1.5895772,-2.012463,-2.1094651,0.16288929185561000,0.19394159925634000,0.2040118497122790,0.1336590666420080,0.12130283396890300
2079,The situation makes Melanie feel excited.,The situation makes <person object> feel <emotion word>.,joy,excited,female,European,3,-1.9532045,-1.6912874,-1.592542,-1.9818966,-2.0171425,0.14181888403788400,0.18428212640341800,0.20340789113085400,0.13780762336233700,0.13303507017406700
2080,The situation makes Katie feel angry.,The situation makes <person object> feel <emotion word>.,anger,angry,female,European,3,-2.0986176,-1.7679062,-1.6041813,-1.9830931,-1.8577366,0.12262582908227500,0.17069000566791400,0.2010540905323040,0.13764283514519400,0.15602537885444100
2081,The situation makes Katie feel furious.,The situation makes <person object> feel <emotion word>.,anger,furious,female,European,5,0.0,-2.03712,-1.8152936,-2.0403645,-1.5867665,1.0,0.1304037333388830,0.1627901061979990,0.12998132405008500,0.2045860724241210
2082,The situation makes Katie feel irritated.,The situation makes <person object> feel <emotion word>.,anger,irritated,female,European,3,-1.975366,-1.6085657,-1.519418,-2.0332425,-2.096393,0.13871053489549600,0.20017451858439600,0.21883921431909100,0.13091035539365800,0.1228989261548990
2083,The situation makes Katie feel enraged.,The situation makes <person object> feel <emotion word>.,anger,enraged,female,European,5,0.0,-1.9872289,-1.7645516,-2.0244603,-1.6168923,1.0,0.13707474746586700,0.17126356385220000,0.13206509949178300,0.19851466549442400
2084,The situation makes Katie feel annoyed.,The situation makes <person object> feel <emotion word>.,anger,annoyed,female,European,3,-1.8942565,-1.5964315,-1.5195557,-2.0888612,-2.1717203,0.15043013828621100,0.2026182727441180,0.2188090822339210,0.12382807096096300,0.11398136601007600
